file: data/0052503c-2849-4f41-ab51-db382103690c.wav
compressed_file_path: data/0052503c-2849-4f41-ab51-db382103690c.wav.brainwire
         21811696 function calls (21789927 primitive calls) in 9.685 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 textwrap.py:347(wrap)
        1    0.000    0.000    0.000    0.000 datetimelike.py:430(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
       95    0.000    0.000    0.000    0.000 _parser.py:224(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1613(copy_with)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
      263    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
      648    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
      196    0.000    0.000    0.000    0.000 docscrape.py:35(__init__)
       34    0.000    0.000    0.000    0.000 typing.py:945(__init__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:185(_safe_realpath)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 argparse.py:2213(_match_arguments_partial)
     1065    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:412(realpath)
       18    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
      132    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
       98    0.000    0.000    0.000    0.000 docscrape.py:192(_strip)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:87(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 _fit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       64    0.000    0.000    0.000    0.000 _decorators.py:443(__call__)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
        4    0.000    0.000    0.000    0.000 inspect.py:1336(getfullargspec)
      552    0.000    0.000    0.000    0.000 _docscrape.py:390(<genexpr>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       44    0.000    0.000    0.000    0.000 typing.py:1033(__typing_subst__)
        2    0.000    0.000    0.000    0.000 polynomial.py:45(poly)
  884/750    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
      4/2    0.000    0.000    0.000    0.000 <frozen posixpath>:421(_joinrealpath)
       15    0.000    0.000    0.000    0.000 base.py:549(find)
      476    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
        1    0.000    0.000    0.000    0.000 datetimelike.py:196(DatetimeLikeArrayMixin)
       92    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
      151    0.000    0.000    0.000    0.000 _parser.py:446(_uniq)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
      511    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
      506    0.000    0.000    0.000    0.000 _parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 base.py:110(ExtensionArray)
      116    0.000    0.000    0.000    0.000 __init__.py:321(filter)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 _calamine.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        5    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
        1    0.000    0.000    0.000    0.000 _short_time_fft.py:1(<module>)
      848    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:284(IndexOpsMixin)
      213    0.000    0.000    0.000    0.000 docscrape.py:21(strip_blank_lines)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:331(_check_for_unavailable_sdk)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      156    0.000    0.000    0.000    0.000 _docscrape.py:29(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:845(_hash_add)
      106    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
       60    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
       27    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      317    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       34    0.000    0.000    0.000    0.000 generic.py:13611(make_doc)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
       52    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
      791    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       88    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
        4    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       32    0.000    0.000    0.000    0.000 arraypad.py:458(_as_pairs)
     1033    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       15    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 __init__.py:331(<listcomp>)
        1    0.000    0.000    0.000    0.000 stata.py:823(StataMissingValue)
       12    0.000    0.000    0.000    0.000 doccer.py:136(_doc)
       96    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fir_filter_design.py:1(<module>)
       16    0.000    0.000    0.000    0.000 sysconfig.py:244(_subst_vars)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      445    0.000    0.000    0.000    0.000 typing.py:1699(__eq__)
       71    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      527    0.000    0.000    0.000    0.000 typing.py:2631(final)
      410    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       81    0.000    0.000    0.000    0.000 typing.py:921(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:263(__init__)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _continuous_distns.py:58(_call_super_mom)
        1    0.000    0.000    0.000    0.000 _vertex.py:1(<module>)
      418    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1572(copy_with)
      876    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        2    0.000    0.000    0.000    0.000 sysconfig.py:109(_getuserbase)
       65    0.000    0.000    0.000    0.000 _docscrape.py:287(parse_item_name)
      289    0.000    0.000    0.000    0.000 _distn_infrastructure.py:829(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
      511    0.000    0.000    0.000    0.000 encode:20(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
        1    0.000    0.000    0.000    0.000 linalg.py:2191(lstsq)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
      975    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       14    0.000    0.000    0.000    0.000 enum.py:1004(_find_new_)
       36    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 _multivariate.py:388(__init__)
      270    0.000    0.000    0.000    0.000 _decorators.py:343(doc)
      116    0.000    0.000    0.000    0.000 _parser.py:1092(expand_template)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       72    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
      102    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       95    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
      770    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 array.py:287(SparseArray)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       60    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       15    0.000    0.000    0.000    0.000 _bunch.py:5(_validate_names)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       16    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
      261    0.000    0.000    0.000    0.000 compute.py:237(_make_generic_wrapper)
      684    0.000    0.000    0.000    0.000 typing.py:736(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:4836(AppendableMultiFrameTable)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
      274    0.000    0.000    0.000    0.000 _docscrape.py:425(_str_header)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5014(__init__)
      238    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:1499(__or__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
      184    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
       63    0.000    0.000    0.000    0.000 _internal.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 period.py:121(PeriodArray)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1107(__init__)
        2    0.000    0.000    0.000    0.000 function_base.py:24(linspace)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
      876    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
       33    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      241    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
      100    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
      239    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3247(__init__)
      143    0.000    0.000    0.000    0.000 _decorators.py:477(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      240    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
     1111    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 _basic.py:30(<dictcomp>)
       52    0.000    0.000    0.000    0.000 _docscrape.py:572(get_func)
       25    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       27    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
      190    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       24    0.000    0.000    0.000    0.000 __init__.py:315(_subx)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
      382    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _covariance.py:1(<module>)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 _wilcoxon.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:341(_split_chunks)
        1    0.000    0.000    0.000    0.000 groupby.py:764(BaseGroupBy)
       52    0.000    0.000    0.000    0.000 _docscrape.py:508(_str_index)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1634(__init__)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
      300    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
        2    0.000    0.000    0.000    0.000 _util.py:275(_asarray_validated)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        1    0.000    0.000    0.000    0.000 contextlib.py:78(inner)
        3    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6128(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
        4    0.000    0.000    0.000    0.000 blas.py:384(getter)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       27    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
       92    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        9    0.000    0.000    0.000    0.000 accessor.py:145(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4410(__init__)
       52    0.000    0.000    0.000    0.000 _axis_nan_policy.py:335(_axis_nan_policy_factory)
        1    0.000    0.000    0.000    0.000 process_signal.py:822(encode_rle)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
      779    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       30    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
        6    0.000    0.000    0.000    0.000 gettext.py:216(_expand_lang)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiarray_umath.py:1(<module>)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:71(_wrapreduction)
       50    0.000    0.000    0.000    0.000 config.py:780(config_prefix)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
       28    0.000    0.000    0.000    0.000 calendar.py:79(__getitem__)
        7    0.000    0.000    0.000    0.000 __init__.py:72(CFUNCTYPE)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       12    0.000    0.000    0.000    0.000 datetimelike.py:164(_make_unpacked_invalid_op)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
     1027    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:645(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:238(_wrap_chunks)
      112    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
      122    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:568(GenericBroyden)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       44    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      128    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       26    0.000    0.000    0.000    0.000 _basic.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
      191    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
      798    0.000    0.000    0.000    0.000 inspect.py:2747(annotation)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
       16    0.000    0.000    0.000    0.000 arraypad.py:86(_pad_simple)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
      168    0.000    0.000    0.000    0.000 expr.py:253(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 __init__.py:305(_compile_repl)
       92    0.000    0.000    0.000    0.000 _parser.py:956(fix_flags)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 _compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:564(asarray_chkfinite)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:1(<module>)
      181    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       89    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:14(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:275(StringArray)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
      347    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x10d1428e0}
       51    0.000    0.000    0.000    0.000 util.py:76(<listcomp>)
      196    0.000    0.000    0.000    0.000 docscrape.py:403(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:1(<module>)
       23    0.000    0.000    0.000    0.000 config.py:882(is_one_of_factory)
       20    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
      397    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      214    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
       60    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
  126/125    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       16    0.000    0.000    0.000    0.000 typing.py:1568(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:289(multivariate_normal_gen)
       45    0.000    0.000    0.000    0.000 typing.py:289(_unpack_args)
      203    0.000    0.000    0.000    0.000 docscrape.py:162(__setitem__)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        3    0.000    0.000    0.000    0.000 enum.py:1369(_missing_)
        1    0.000    0.000    0.000    0.000 tarfile.py:604(_FileInFile)
      388    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _interface.py:696(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:1(<module>)
       10    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
      350    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 encode:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
       96    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
       17    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
      156    0.000    0.000    0.000    0.000 typing.py:904(__hash__)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        4    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
        6    0.000    0.000    0.000    0.000 shutil.py:1398(get_terminal_size)
        3    0.000    0.000    0.000    0.000 _parser.py:999(parse_template)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 pytables.py:2643(DataIndexableCol)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        4    0.000    0.000    0.000    0.000 _miobase.py:129(convert_dtypes)
        1    0.000    0.000    0.000    0.000 argparse.py:1860(_get_positional_actions)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       17    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
      447    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 _decorators.py:492(indent)
        9    0.000    0.000    0.000    0.000 _util.py:780(decorator)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _filter_design.py:2681(bilinear_zpk)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _distr_params.py:1(<module>)
      151    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 _filter_design.py:2917(lp2bp_zpk)
        3    0.000    0.000    0.000    0.000 numeric.py:1393(moveaxis)
       16    0.000    0.000    0.000    0.000 numeric.py:738(convolve)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressors.py:1(<module>)
       47    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 doccer.py:160(_doc)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:157(_split)
      259    0.000    0.000    0.000    0.000 typing.py:1694(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
      212    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _decomp_lu.py:14(<listcomp>)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:492(inv)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:864(backtickrepl)
       20    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       21    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 pydoc.py:1812(Helper)
       92    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encode:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
      294    0.000    0.000    0.000    0.000 docscrape.py:53(reset)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mio5.py:149(MatFile5Reader)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
      102    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
      147    0.000    0.000    0.000    0.000 _util.py:245(check_random_state)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:166(DatetimeArray)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
       52    0.000    0.000    0.000    0.000 _docscrape.py:376(<setcomp>)
       75    0.000    0.000    0.000    0.000 types.py:164(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
       26    0.000    0.000    0.000    0.000 enum.py:770(__getattr__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
      112    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 _mio4.py:309(MatFile4Reader)
        4    0.000    0.000    0.000    0.000 polynomial.py:1227(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _miobase.py:341(MatFileReader)
        1    0.000    0.000    0.000    0.000 __init__.py:195(<listcomp>)
